30.0666666666667,30.8666666666666,3
32.0333333333333,33,9
33.2666666666667,34.8333333333333,2
34.9,37.0666666666666,4
37.2333333333333,37.9666666666666,7
38.4333333333333,38.7,2
38.7666666666667,39.4666666666666,9
39.7666666666667,40.7333333333333,7
41.5,43.4,4
43.5333333333333,44.0666666666666,9
44.1666666666667,45.0666666666666,4
45.6333333333333,46.4666666666666,8
48.2666666666667,52.3666666666666,8
52.5666666666667,52.9,9
52.9666666666667,54.4333333333333,10
54.4666666666667,57.2666666666666,4
57.3333333333333,58.1333333333333,8
58.2,58.6333333333333,10
58.7,60.6,4
60.8666666666667,61.2666666666666,9
61.4333333333333,62.8333333333333,2
63.1333333333333,63.6333333333333,1
63.8,65.1666666666666,2
65.4333333333333,66.8666666666666,4
67.1333333333333,67.7333333333333,2
69.2333333333333,70.4666666666666,4
73.2333333333333,73.8333333333333,4
73.9,74.5,9
74.5333333333333,76.4333333333333,4
76.5,79.0333333333333,5
79.2666666666667,79.5666666666666,8
79.8333333333333,80.1333333333333,9
80.2333333333333,80.5,2
93.0333333333333,93.5,9
94.1666666666667,95.0333333333333,10
95.2333333333333,96.0666666666666,2
96.4666666666667,97.1,9
97.4333333333333,98.7333333333333,2
99,100.166666666667,4
100.5,101.433333333333,2
101.533333333333,102.5,4
102.533333333333,110.9,3
110.933333333333,111.3,4
111.333333333333,114.666666666667,3
115.233333333333,116.733333333333,3
117.033333333333,117.4,9
117.966666666667,123.066666666667,2
123.166666666667,123.666666666667,3
123.8,124.7,4
126.633333333333,127.066666666667,4
127.133333333333,130.6,7
131.533333333333,132.033333333333,11
132.266666666667,132.833333333333,7
132.933333333333,133.266666666667,2
133.666666666667,135.033333333333,3
135.066666666667,136.833333333333,2
137.333333333333,137.966666666667,3
138.233333333333,138.566666666667,2
138.7,139.066666666667,9
139.133333333333,142.266666666667,4
142.566666666667,144.566666666667,7
144.566666666667,146.133333333333,4
146.2,152.133333333333,7
153.2,153.633333333333,7
153.933333333333,154.333333333333,2
154.6,154.833333333333,10
154.866666666667,163.066666666667,2
163.366666666667,166.933333333333,7
168.566666666667,168.966666666667,4
169.166666666667,169.766666666667,9
169.833333333333,171.033333333333,3
173.9,177.7,1
178.266666666667,178.566666666667,9
178.633333333333,181.466666666667,8
181.533333333333,183.5,10
183.566666666667,183.8,9
183.866666666667,184.5,10
185.133333333333,186.666666666667,8
186.733333333333,188.233333333333,10
188.266666666667,188.866666666667,1
189.633333333333,190.6,11
191.366666666667,193.433333333333,7
193.733333333333,194,1
194.066666666667,195,8
197.066666666667,197.433333333333,4
197.7,198.466666666667,7
200.3,201.133333333333,2
201.533333333333,202.266666666667,7
203.4,203.966666666667,1
204.333333333333,204.766666666667,4
204.9,205.533333333333,7
205.6,206.5,4
206.666666666667,207.766666666667,7
207.833333333333,208.133333333333,9
208.233333333333,212.666666666667,7
212.666666666667,213.766666666667,4
214.066666666667,216.166666666667,7
216.233333333333,216.833333333333,3
216.9,217.233333333333,7
217.266666666667,221.633333333333,4
221.7,222.1,9
222.2,222.466666666667,3
222.533333333333,223.266666666667,4
223.366666666667,226.3,7
230.5,231.166666666667,4
234.6,234.966666666667,10
235,235.266666666667,7
235.333333333333,240.333333333333,5
244.366666666667,245.433333333333,7
245.566666666667,249.3,5
251.366666666667,260.133333333333,5
260.6,264.433333333333,6
265.933333333333,266.866666666667,6
267.133333333333,267.933333333333,7
268.3,268.966666666667,6
269,270.3,7
272.166666666667,274.7,4
274.766666666667,275.666666666667,7
275.866666666667,280.633333333333,4
281.833333333333,286.333333333333,4
287.233333333333,295.233333333333,4
295.633333333333,296.033333333333,9
296.333333333333,298.7,4
299.266666666667,300.6,7
301.266666666667,301.9,7
302.466666666667,310.233333333333,4
311.133333333333,311.966666666667,2
313.133333333333,313.8,11
314.266666666667,314.6,8
314.633333333333,317.1,9
317.333333333333,318.066666666667,1
318.133333333333,319.066666666667,10
319.133333333333,322,8
322.066666666667,322.8,9
322.866666666667,323.7,1
324.2,324.666666666667,2
325.333333333333,326.066666666667,3
326.1,326.6,1
326.633333333333,328.9,10
329,330.866666666667,1
330.933333333333,331.466666666667,3
331.533333333333,332.966666666667,1
333.233333333333,333.7,9
333.766666666667,334.033333333333,3
334.233333333333,334.466666666667,4
335.333333333333,335.7,4
336.066666666667,339.4,2
340.4,341.033333333333,2
341.2,341.466666666667,4
341.8,350.366666666667,2
350.7,352.066666666667,3
352.133333333333,352.633333333333,9
352.766666666667,356.733333333333,2
356.8,357.2,5
360.2,360.8,1
360.866666666667,361.2,2
361.266666666667,363.833333333333,7
364.9,367.1,9
367.166666666667,370.366666666667,8
370.466666666667,373.666666666667,3
373.666666666667,374.866666666667,7
377.333333333333,377.866666666667,7
378.766666666667,380.833333333333,6
381,381.366666666667,7
381.566666666667,382.233333333333,4
382.8,392.1,4
392.6,394.366666666667,11
394.433333333333,407.133333333333,4
407.2,409.433333333333,2
410,410.433333333333,3
411.1,415.466666666667,4
417.466666666667,419.933333333333,4
420.066666666667,420.833333333333,3
420.9,424.766666666667,4
431.966666666667,433.766666666667,4
434.2,439.233333333333,3
439.3,444.766666666667,5
448.233333333333,459.466666666667,4
459.6,460.966666666667,7
463.166666666667,490,4
491.533333333333,496.433333333333,4
496.566666666667,497.066666666667,9
497.4,499.5,10
499.566666666667,501.5,5
501.9,502.733333333333,4
502.8,506.733333333333,5
510.1,512.4,10
512.466666666667,513.333333333333,5
513.4,513.7,9
513.766666666667,514.166666666667,5
514.266666666667,516.066666666667,9
516.3,516.733333333333,5
516.8,519.1,9
519.233333333333,520.166666666667,5
520.333333333333,521.266666666667,2
521.3,528.866666666667,5
528.933333333333,530.266666666667,9
530.333333333333,532.566666666667,5
532.633333333333,536.033333333333,9
536.033333333333,537.833333333333,5
538.033333333333,538.966666666667,9
539.966666666667,540.533333333333,5
540.633333333333,541.066666666667,9
541.133333333333,547.366666666667,6
547.466666666667,554.666666666667,9
554.666666666667,556.9,6
556.966666666667,557.2,9
557.233333333333,560.366666666667,6
560.433333333333,561.433333333333,3
561.5,563.8,6
565.1,566.066666666667,6
566.1,566.633333333333,9
566.7,567.533333333333,6
567.633333333333,569.5,9
569.6,572.333333333333,7
574.333333333333,574.933333333333,7
575,575.433333333333,9
575.533333333333,575.966666666667,7
576.033333333333,576.466666666667,9
576.5,577.2,7
577.6,578.733333333333,10
579,579.6,9
579.666666666667,580.666666666667,5
580.7,582.8,7
582.9,583.166666666667,3
583.266666666667,589.633333333333,7
592.4,593.033333333333,7
594.6,595,7
595.866666666667,598.466666666667,7
