Onset,Offset, ObjectID
30,31.2666666666666,3
32.8,33.0666666666666,2
33.4,34.2,5
34.2333333333333,35.6333333333333,2
35.7,36.0666666666666,1
36.1333333333333,36.8666666666666,2
36.9666666666667,37.2666666666666,4
37.6333333333333,38.2,8
38.2666666666667,40.5666666666666,4
41.3333333333333,41.9,9
42.4666666666667,48.0666666666666,4
48.1333333333333,48.6666666666666,8
49.4666666666667,54.7,8
54.8333333333333,55.3333333333333,9
55.3666666666667,57.6666666666666,10
58.1666666666667,59.9666666666666,4
60.0666666666667,60.7333333333333,11
62.6,65.4333333333333,2
66,66.3,11
66.6333333333333,67.1,4
67.2666666666667,67.5333333333333,2
67.6333333333333,67.8666666666666,4
67.9333333333333,68.3,2
68.3666666666667,68.6,11
68.7,69.6,4
69.6666666666667,70.8,9
70.9333333333333,72.6,11
72.9,73.7666666666666,5
74.5666666666667,75.2,5
75.5,77.4333333333333,11
77.5333333333333,80,5
80.7666666666667,83.2666666666666,11
85.1,85.7,9
85.7666666666667,88.3666666666666,10
88.5,91.1333333333333,11
93.1,94.7333333333333,10
94.8666666666667,95.4666666666666,11
95.5333333333333,95.9666666666666,2
96.0666666666667,98.4333333333333,11
98.5666666666667,98.9333333333333,2
99.6333333333333,100.333333333333,11
100.833333333333,101.433333333333,2
102.466666666667,106.333333333333,2
106.5,107,3
107.066666666667,107.333333333333,2
107.4,117.6,3
117.666666666667,118.433333333333,9
119.166666666667,122.333333333333,2
122.966666666667,123.466666666667,2
123.966666666667,126.066666666667,11
127.433333333333,127.9,9
128.166666666667,128.5,11
128.566666666667,129.9,7
129.966666666667,131.333333333333,11
131.5,131.733333333333,2
131.9,132.466666666667,11
133.5,133.733333333333,7
133.8,135.8,2
135.8,136.466666666667,3
136.533333333333,136.866666666667,2
137.3,137.533333333333,3
137.9,138.733333333333,11
139.6,139.9,9
140.233333333333,141.166666666667,2
141.6,142.166666666667,4
142.466666666667,142.866666666667,11
144.033333333333,144.4,9
144.933333333333,147.333333333333,4
147.5,148.1,9
148.433333333333,149.866666666667,11
150.033333333333,150.8,7
151.533333333333,153.5,11
154.233333333333,154.866666666667,8
155.166666666667,155.4,10
156.033333333333,159,2
159.133333333333,161.366666666667,11
161.8,163.233333333333,2
163.633333333333,163.966666666667,4
164.133333333333,164.7,2
165.533333333333,165.9,9
166,168.033333333333,11
168.366666666667,168.633333333333,4
168.7,169.366666666667,10
170.533333333333,171.6,1
172.766666666667,174.633333333333,1
175.4,175.666666666667,11
176.333333333333,177,1
177.133333333333,177.666666666667,11
177.766666666667,179,1
179.333333333333,180.9,8
182.133333333333,183.133333333333,8
183.2,183.466666666667,10
183.533333333333,184.066666666667,8
184.1,187.8,10
187.833333333333,189.4,8
190.1,190.733333333333,11
191.133333333333,193.833333333333,7
195.066666666667,195.533333333333,4
195.866666666667,196.133333333333,9
196.233333333333,196.7,11
196.966666666667,197.333333333333,7
198.233333333333,198.466666666667,7
198.533333333333,199.966666666667,11
200.866666666667,201.1,3
202.166666666667,205.066666666667,9
207.066666666667,209.966666666667,7
210.333333333333,210.6,8
211.233333333333,211.466666666667,7
212.233333333333,212.833333333333,7
213.066666666667,214.6,5
215.2,216.2,9
216.366666666667,217,11
217.733333333333,219.466666666667,4
219.533333333333,220.633333333333,11
220.9,221.433333333333,4
222.366666666667,222.633333333333,4
222.933333333333,224.6,7
224.766666666667,225.133333333333,11
225.2,226.233333333333,7
228.566666666667,228.9,5
230.366666666667,230.6,9
231.133333333333,231.766666666667,7
232.2,232.466666666667,9
232.7,233.166666666667,6
233.333333333333,234.466666666667,5
234.633333333333,235.2,11
235.433333333333,235.833333333333,5
235.966666666667,237.6,11
237.7,238.266666666667,5
238.366666666667,238.6,11
238.8,239.4,5
239.566666666667,244.9,11
245.633333333333,249.266666666667,5
249.333333333333,251.033333333333,11
251.1,251.366666666667,5
251.4,252.766666666667,9
252.8,260.466666666667,5
261.8,262.033333333333,4
262.3,262.8,2
263.266666666667,263.533333333333,10
264.3,264.6,9
264.766666666667,266.766666666667,6
266.766666666667,266.966666666667,4
267.066666666667,267.766666666667,7
267.866666666667,268.2,6
268.233333333333,268.6,7
268.866666666667,269.533333333333,6
269.6,270.033333333333,7
270.166666666667,271.966666666667,11
272.166666666667,272.8,6
272.833333333333,273.1,4
273.666666666667,274,4
274.133333333333,274.433333333333,11
274.466666666667,274.7,4
274.866666666667,275.1,5
276.533333333333,276.966666666667,7
277.166666666667,277.633333333333,1
277.966666666667,296.2,4
297.066666666667,297.633333333333,4
297.766666666667,298.066666666667,10
298.2,299.133333333333,4
299.2,299.566666666667,11
300.566666666667,301.366666666667,7
301.6,302.366666666667,11
302.566666666667,303.566666666667,4
303.666666666667,303.9,10
304,304.333333333333,4
305.266666666667,305.533333333333,10
305.633333333333,306.066666666667,4
306.166666666667,306.533333333333,8
307.066666666667,307.5,6
307.566666666667,308.266666666667,4
309.266666666667,310.266666666667,4
312.233333333333,312.9,11
313.533333333333,314.633333333333,11
316.133333333333,317.6,9
317.666666666667,317.9,11
318.066666666667,318.666666666667,9
318.733333333333,319.666666666667,10
319.7,321,8
321.166666666667,322.4,11
322.466666666667,324.066666666667,8
325.233333333333,325.833333333333,8
326,326.366666666667,11
326.6,327.066666666667,10
