record started at: 04-30-19 02:26:54

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
193 193 30.00 0:00:00:06.434/1000 0:00:00:06.400/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
194 194 30.00 0:00:00:06.467/1000 0:00:00:06.434/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
195 194 30.00 0:00:00:06.500/1000 0:00:00:06.467/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
196 196 30.00 0:00:00:06.534/1000 0:00:00:06.500/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
197 197 30.00 0:00:00:06.567/1000 0:00:00:06.534/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
198 197 30.00 0:00:00:06.600/1000 0:00:00:06.567/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
199 199 30.00 0:00:00:06.634/1000 0:00:00:06.600/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
200 200 30.00 0:00:00:06.667/1000 0:00:00:06.634/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
201 200 30.00 0:00:00:06.700/1000 0:00:00:06.667/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
202 202 30.00 0:00:00:06.734/1000 0:00:00:06.700/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
203 203 30.00 0:00:00:06.767/1000 0:00:00:06.734/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
204 203 30.00 0:00:00:06.800/1000 0:00:00:06.767/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
205 205 30.00 0:00:00:06.834/1000 0:00:00:06.800/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
206 206 30.00 0:00:00:06.867/1000 0:00:00:06.834/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
207 206 30.00 0:00:00:06.900/1000 0:00:00:06.867/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
208 208 30.00 0:00:00:06.934/1000 0:00:00:06.900/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
209 209 30.00 0:00:00:06.967/1000 0:00:00:06.934/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
210 209 30.00 0:00:00:07.00/1000 0:00:00:06.967/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
211 211 30.00 0:00:00:07.34/1000 0:00:00:07.00/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
212 212 30.00 0:00:00:07.67/1000 0:00:00:07.34/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
213 212 30.00 0:00:00:07.100/1000 0:00:00:07.67/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
214 214 30.00 0:00:00:07.134/1000 0:00:00:07.100/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
215 215 30.00 0:00:00:07.167/1000 0:00:00:07.134/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
216 215 30.00 0:00:00:07.200/1000 0:00:00:07.167/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
217 217 30.00 0:00:00:07.234/1000 0:00:00:07.200/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
218 218 30.00 0:00:00:07.267/1000 0:00:00:07.234/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
219 218 30.00 0:00:00:07.300/1000 0:00:00:07.267/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
220 220 30.00 0:00:00:07.334/1000 0:00:00:07.300/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
221 221 30.00 0:00:00:07.367/1000 0:00:00:07.334/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
222 221 30.00 0:00:00:07.400/1000 0:00:00:07.367/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
223 223 30.00 0:00:00:07.434/1000 0:00:00:07.400/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
224 224 30.00 0:00:00:07.467/1000 0:00:00:07.434/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
225 224 30.00 0:00:00:07.500/1000 0:00:00:07.467/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
226 226 30.00 0:00:00:07.534/1000 0:00:00:07.500/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
227 227 30.00 0:00:00:07.567/1000 0:00:00:07.534/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
228 227 30.00 0:00:00:07.600/1000 0:00:00:07.567/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
229 229 30.00 0:00:00:07.634/1000 0:00:00:07.600/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
230 230 30.00 0:00:00:07.667/1000 0:00:00:07.634/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
231 230 30.00 0:00:00:07.700/1000 0:00:00:07.667/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
232 232 30.00 0:00:00:07.734/1000 0:00:00:07.700/1000 491.99 245.97 412.60 177.06 -1000.00 -1000.00 56.00 58.00 
233 233 30.00 0:00:00:07.767/1000 0:00:00:07.734/1000 473.60 227.52 419.43 172.32 -1000.00 -1000.00 74.00 60.00 
234 233 30.00 0:00:00:07.800/1000 0:00:00:07.767/1000 438.84 231.67 431.70 177.27 -1000.00 -1000.00 77.00 78.00 
235 235 30.00 0:00:00:07.834/1000 0:00:00:07.800/1000 432.25 222.29 434.23 174.55 -1000.00 -1000.00 79.00 65.00 
236 236 30.00 0:00:00:07.867/1000 0:00:00:07.834/1000 427.56 228.76 435.82 177.36 -1000.00 -1000.00 77.00 86.00 
237 236 30.00 0:00:00:07.900/1000 0:00:00:07.867/1000 407.98 266.75 442.39 193.40 -1000.00 -1000.00 83.00 90.00 
238 238 30.00 0:00:00:07.934/1000 0:00:00:07.900/1000 394.79 276.64 447.17 198.57 -1000.00 -1000.00 83.00 94.00 
239 239 30.00 0:00:00:07.967/1000 0:00:00:07.934/1000 396.14 260.35 446.89 192.30 -1000.00 -1000.00 96.00 98.00 
240 239 30.00 0:00:00:08.00/1000 0:00:00:07.967/1000 410.69 211.93 442.22 172.97 -1000.00 -1000.00 89.00 87.00 
241 241 30.00 0:00:00:08.34/1000 0:00:00:08.00/1000 412.32 192.60 441.91 165.86 -1000.00 -1000.00 92.00 88.00 
242 242 30.00 0:00:00:08.67/1000 0:00:00:08.34/1000 404.36 200.00 444.70 169.29 -1000.00 -1000.00 95.00 92.00 
243 242 30.00 0:00:00:08.100/1000 0:00:00:08.67/1000 391.42 227.78 449.09 180.72 -1000.00 -1000.00 97.00 114.00 
244 244 30.00 0:00:00:08.134/1000 0:00:00:08.100/1000 388.11 234.02 450.24 183.37 -1000.00 -1000.00 94.00 98.00 
245 245 30.00 0:00:00:08.167/1000 0:00:00:08.134/1000 411.22 206.45 442.11 170.94 -1000.00 -1000.00 102.00 103.00 
246 245 30.00 0:00:00:08.200/1000 0:00:00:08.167/1000 426.98 199.33 436.51 166.84 -1000.00 -1000.00 103.00 105.00 
247 247 30.00 0:00:00:08.234/1000 0:00:00:08.200/1000 423.07 203.18 437.86 168.60 -1000.00 -1000.00 103.00 104.00 
248 248 30.00 0:00:00:08.267/1000 0:00:00:08.234/1000 419.41 206.75 439.13 170.23 -1000.00 -1000.00 103.00 108.00 
249 248 30.00 0:00:00:08.300/1000 0:00:00:08.267/1000 417.98 208.31 439.62 170.94 -1000.00 -1000.00 102.00 105.00 
250 250 30.00 0:00:00:08.334/1000 0:00:00:08.300/1000 418.90 208.52 439.28 170.92 -1000.00 -1000.00 101.00 107.00 
251 251 30.00 0:00:00:08.367/1000 0:00:00:08.334/1000 419.48 209.87 439.05 171.35 -1000.00 -1000.00 101.00 104.00 
252 251 30.00 0:00:00:08.400/1000 0:00:00:08.367/1000 419.12 209.86 439.18 171.38 -1000.00 -1000.00 100.00 104.00 
253 253 30.00 0:00:00:08.434/1000 0:00:00:08.400/1000 354.16 207.44 463.31 177.09 -1000.00 -1000.00 79.00 113.00 
254 254 30.00 0:00:00:08.467/1000 0:00:00:08.434/1000 262.06 201.12 499.43 184.52 -1000.00 -1000.00 49.00 86.00 
255 254 30.00 0:00:00:08.500/1000 0:00:00:08.467/1000 217.42 206.99 517.83 191.79 -1000.00 -1000.00 35.00 73.00 
256 256 30.00 0:00:00:08.534/1000 0:00:00:08.500/1000 202.85 212.86 524.02 195.80 -1000.00 -1000.00 41.00 93.00 
257 257 30.00 0:00:00:08.567/1000 0:00:00:08.534/1000 204.00 209.02 523.50 194.14 -1000.00 -1000.00 43.00 93.00 
258 257 30.00 0:00:00:08.600/1000 0:00:00:08.567/1000 205.61 208.33 522.81 193.68 -1000.00 -1000.00 45.00 95.00 
259 259 30.00 0:00:00:08.634/1000 0:00:00:08.600/1000 206.65 207.47 522.37 193.22 -1000.00 -1000.00 46.00 95.00 
260 260 30.00 0:00:00:08.667/1000 0:00:00:08.634/1000 207.11 206.92 522.17 192.95 -1000.00 -1000.00 46.00 95.00 
261 260 30.00 0:00:00:08.700/1000 0:00:00:08.667/1000 207.02 206.91 522.21 192.96 -1000.00 -1000.00 46.00 97.00 
262 262 30.00 0:00:00:08.734/1000 0:00:00:08.700/1000 225.03 207.31 514.65 191.05 -1000.00 -1000.00 49.00 99.00 
263 263 30.00 0:00:00:08.767/1000 0:00:00:08.734/1000 315.09 208.51 478.33 181.59 -1000.00 -1000.00 85.00 101.00 
264 263 30.00 0:00:00:08.800/1000 0:00:00:08.767/1000 405.09 210.22 444.29 172.91 -1000.00 -1000.00 92.00 98.00 
265 265 30.00 0:00:00:08.834/1000 0:00:00:08.800/1000 418.07 210.91 439.55 171.86 -1000.00 -1000.00 93.00 101.00 
266 266 30.00 0:00:00:08.867/1000 0:00:00:08.834/1000 415.56 210.72 440.46 172.05 -1000.00 -1000.00 91.00 102.00 
267 266 30.00 0:00:00:08.900/1000 0:00:00:08.867/1000 414.17 210.23 440.97 172.01 -1000.00 -1000.00 91.00 107.00 
268 268 30.00 0:00:00:08.934/1000 0:00:00:08.900/1000 412.21 206.39 441.75 170.82 -1000.00 -1000.00 89.00 104.00 
269 269 30.00 0:00:00:08.967/1000 0:00:00:08.934/1000 409.43 199.48 442.86 168.61 -1000.00 -1000.00 89.00 101.00 
270 269 30.00 0:00:00:09.00/1000 0:00:00:08.967/1000 406.23 198.21 444.05 168.46 -1000.00 -1000.00 89.00 106.00 
271 271 30.00 0:00:00:09.34/1000 0:00:00:09.00/1000 423.28 192.71 437.95 164.83 -1000.00 -1000.00 95.00 100.00 
272 272 30.00 0:00:00:09.67/1000 0:00:00:09.34/1000 443.60 183.95 430.85 159.81 -1000.00 -1000.00 96.00 97.00 
273 272 30.00 0:00:00:09.100/1000 0:00:00:09.67/1000 441.90 187.22 431.39 161.11 -1000.00 -1000.00 97.00 105.00 
274 274 30.00 0:00:00:09.134/1000 0:00:00:09.100/1000 438.11 192.93 432.64 163.49 -1000.00 -1000.00 98.00 109.00 
275 275 30.00 0:00:00:09.167/1000 0:00:00:09.134/1000 436.32 194.12 433.26 164.08 -1000.00 -1000.00 96.00 107.00 
276 275 30.00 0:00:00:09.200/1000 0:00:00:09.167/1000 435.39 191.15 433.64 163.12 -1000.00 -1000.00 97.00 112.00 
277 277 30.00 0:00:00:09.234/1000 0:00:00:09.200/1000 434.00 184.90 434.24 161.04 -1000.00 -1000.00 99.00 113.00 
278 278 30.00 0:00:00:09.267/1000 0:00:00:09.234/1000 426.02 175.22 437.25 158.38 -1000.00 -1000.00 94.00 108.00 
279 278 30.00 0:00:00:09.300/1000 0:00:00:09.267/1000 419.09 169.24 439.83 156.92 -1000.00 -1000.00 94.00 108.00 
280 280 30.00 0:00:00:09.334/1000 0:00:00:09.300/1000 418.39 169.40 440.07 157.04 -1000.00 -1000.00 92.00 106.00 
281 281 30.00 0:00:00:09.367/1000 0:00:00:09.334/1000 417.59 169.60 440.36 157.19 -1000.00 -1000.00 90.00 105.00 
282 281 30.00 0:00:00:09.400/1000 0:00:00:09.367/1000 417.56 169.05 440.38 157.00 -1000.00 -1000.00 90.00 104.00 
283 283 30.00 0:00:00:09.434/1000 0:00:00:09.400/1000 417.46 167.20 440.44 156.36 -1000.00 -1000.00 89.00 102.00 
284 284 30.00 0:00:00:09.467/1000 0:00:00:09.434/1000 416.72 164.92 440.74 155.62 -1000.00 -1000.00 88.00 102.00 
285 284 30.00 0:00:00:09.500/1000 0:00:00:09.467/1000 415.43 163.08 441.23 155.09 -1000.00 -1000.00 87.00 100.00 
286 286 30.00 0:00:00:09.534/1000 0:00:00:09.500/1000 413.91 161.49 441.80 154.68 -1000.00 -1000.00 86.00 100.00 
287 287 30.00 0:00:00:09.567/1000 0:00:00:09.534/1000 412.84 161.10 442.20 154.64 -1000.00 -1000.00 86.00 99.00 
288 287 30.00 0:00:00:09.600/1000 0:00:00:09.567/1000 412.59 162.42 442.27 155.13 -1000.00 -1000.00 87.00 100.00 
289 289 30.00 0:00:00:09.634/1000 0:00:00:09.600/1000 412.34 162.00 442.36 155.00 -1000.00 -1000.00 85.00 98.00 
290 290 30.00 0:00:00:09.667/1000 0:00:00:09.634/1000 412.51 159.12 442.34 153.97 -1000.00 -1000.00 86.00 97.00 
291 290 30.00 0:00:00:09.700/1000 0:00:00:09.667/1000 412.05 157.32 442.53 153.38 -1000.00 -1000.00 86.00 100.00 
292 292 30.00 0:00:00:09.734/1000 0:00:00:09.700/1000 410.45 154.61 443.15 152.58 -1000.00 -1000.00 86.00 98.00 
293 293 30.00 0:00:00:09.767/1000 0:00:00:09.734/1000 408.05 152.10 444.05 151.92 -1000.00 -1000.00 87.00 100.00 
294 293 30.00 0:00:00:09.800/1000 0:00:00:09.767/1000 405.40 151.99 445.01 152.12 -1000.00 -1000.00 87.00 100.00 
295 295 30.00 0:00:00:09.834/1000 0:00:00:09.800/1000 405.11 150.13 445.14 151.50 -1000.00 -1000.00 87.00 92.00 
296 296 30.00 0:00:00:09.867/1000 0:00:00:09.834/1000 407.70 144.57 444.28 149.32 -1000.00 -1000.00 86.00 86.00 
297 296 30.00 0:00:00:09.900/1000 0:00:00:09.867/1000 408.30 142.21 444.10 148.44 -1000.00 -1000.00 86.00 87.00 
298 298 30.00 0:00:00:09.934/1000 0:00:00:09.900/1000 401.90 150.67 446.29 151.98 -1000.00 -1000.00 90.00 97.00 
299 299 30.00 0:00:00:09.967/1000 0:00:00:09.934/1000 396.33 155.54 448.24 154.21 -1000.00 -1000.00 89.00 95.00 
300 299 30.00 0:00:00:10.00/1000 0:00:00:09.967/1000 398.61 146.24 447.54 150.73 -1000.00 -1000.00 84.00 85.00 
301 301 30.00 0:00:00:10.34/1000 0:00:00:10.00/1000 398.65 142.58 447.57 149.44 -1000.00 -1000.00 87.00 95.00 
302 302 30.00 0:00:00:10.67/1000 0:00:00:10.34/1000 380.11 191.06 453.75 168.46 -1000.00 -1000.00 64.00 36.00 
303 302 30.00 0:00:00:10.100/1000 0:00:00:10.67/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
304 304 30.00 0:00:00:10.134/1000 0:00:00:10.100/1000 284.76 266.04 490.19 207.18 -1000.00 -1000.00 32.00 32.00 
305 305 30.00 0:00:00:10.167/1000 0:00:00:10.134/1000 208.71 263.59 521.92 215.50 -1000.00 -1000.00 36.00 71.00 
306 305 30.00 0:00:00:10.200/1000 0:00:00:10.167/1000 207.84 210.72 521.89 194.37 -1000.00 -1000.00 33.00 74.00 
307 307 30.00 0:00:00:10.234/1000 0:00:00:10.200/1000 209.00 187.09 521.23 184.96 -1000.00 -1000.00 35.00 71.00 
308 308 30.00 0:00:00:10.267/1000 0:00:00:10.234/1000 208.55 185.10 521.40 184.23 -1000.00 -1000.00 37.00 73.00 
309 308 30.00 0:00:00:10.300/1000 0:00:00:10.267/1000 206.73 187.97 522.19 185.55 -1000.00 -1000.00 36.00 78.00 
310 310 30.00 0:00:00:10.334/1000 0:00:00:10.300/1000 204.02 194.05 523.37 188.24 -1000.00 -1000.00 38.00 84.00 
311 311 30.00 0:00:00:10.367/1000 0:00:00:10.334/1000 202.61 188.54 523.92 186.24 -1000.00 -1000.00 36.00 71.00 
312 311 30.00 0:00:00:10.400/1000 0:00:00:10.367/1000 200.98 168.93 524.45 178.79 -1000.00 -1000.00 32.00 57.00 
313 313 30.00 0:00:00:10.434/1000 0:00:00:10.400/1000 198.60 159.91 525.37 175.56 -1000.00 -1000.00 32.00 58.00 
314 314 30.00 0:00:00:10.467/1000 0:00:00:10.434/1000 195.92 170.85 526.59 180.08 -1000.00 -1000.00 33.00 72.00 
315 314 30.00 0:00:00:10.500/1000 0:00:00:10.467/1000 193.45 182.82 527.74 185.02 -1000.00 -1000.00 34.00 77.00 
316 316 30.00 0:00:00:10.534/1000 0:00:00:10.500/1000 196.72 168.17 526.23 178.96 -1000.00 -1000.00 35.00 56.00 
317 317 30.00 0:00:00:10.567/1000 0:00:00:10.534/1000 199.44 156.02 524.99 173.97 -1000.00 -1000.00 34.00 61.00 
318 317 30.00 0:00:00:10.600/1000 0:00:00:10.567/1000 196.55 169.08 526.31 179.33 -1000.00 -1000.00 36.00 73.00 
319 319 30.00 0:00:00:10.634/1000 0:00:00:10.600/1000 197.60 162.39 525.81 176.62 -1000.00 -1000.00 34.00 51.00 
320 320 30.00 0:00:00:10.667/1000 0:00:00:10.634/1000 198.90 153.18 525.19 172.94 -1000.00 -1000.00 35.00 59.00 
321 320 30.00 0:00:00:10.700/1000 0:00:00:10.667/1000 196.68 159.76 526.18 175.71 -1000.00 -1000.00 35.00 60.00 
322 322 30.00 0:00:00:10.734/1000 0:00:00:10.700/1000 198.15 152.56 525.50 172.78 -1000.00 -1000.00 33.00 50.00 
323 323 30.00 0:00:00:10.767/1000 0:00:00:10.734/1000 199.98 144.93 524.67 169.67 -1000.00 -1000.00 34.00 51.00 
324 323 30.00 0:00:00:10.800/1000 0:00:00:10.767/1000 200.65 143.15 524.38 168.92 -1000.00 -1000.00 33.00 48.00 
325 325 30.00 0:00:00:10.834/1000 0:00:00:10.800/1000 201.15 142.89 524.17 168.76 -1000.00 -1000.00 34.00 51.00 
326 326 30.00 0:00:00:10.867/1000 0:00:00:10.834/1000 204.07 143.63 522.96 168.74 -1000.00 -1000.00 38.00 53.00 
327 326 30.00 0:00:00:10.900/1000 0:00:00:10.867/1000 206.28 143.10 522.04 168.31 -1000.00 -1000.00 38.00 55.00 
328 328 30.00 0:00:00:10.934/1000 0:00:00:10.900/1000 202.83 155.28 523.57 173.32 -1000.00 -1000.00 37.00 70.00 
329 329 30.00 0:00:00:10.967/1000 0:00:00:10.934/1000 201.41 163.48 524.22 176.63 -1000.00 -1000.00 38.00 66.00 
330 329 30.00 0:00:00:11.00/1000 0:00:00:10.967/1000 202.74 159.02 523.63 174.77 -1000.00 -1000.00 38.00 66.00 
331 331 30.00 0:00:00:11.34/1000 0:00:00:11.00/1000 203.54 156.05 523.28 173.54 -1000.00 -1000.00 37.00 63.00 
332 332 30.00 0:00:00:11.67/1000 0:00:00:11.34/1000 203.70 156.10 523.21 173.55 -1000.00 -1000.00 38.00 66.00 
333 332 30.00 0:00:00:11.100/1000 0:00:00:11.67/1000 204.77 151.70 522.73 171.75 -1000.00 -1000.00 37.00 57.00 
334 334 30.00 0:00:00:11.134/1000 0:00:00:11.100/1000 206.09 146.44 522.14 169.60 -1000.00 -1000.00 37.00 59.00 
335 335 30.00 0:00:00:11.167/1000 0:00:00:11.134/1000 207.02 143.61 521.74 168.43 -1000.00 -1000.00 36.00 54.00 
336 335 30.00 0:00:00:11.200/1000 0:00:00:11.167/1000 207.11 144.20 521.70 168.64 -1000.00 -1000.00 37.00 60.00 
337 337 30.00 0:00:00:11.234/1000 0:00:00:11.200/1000 208.80 139.73 520.97 166.77 -1000.00 -1000.00 36.00 52.00 
338 338 30.00 0:00:00:11.267/1000 0:00:00:11.234/1000 212.26 128.13 519.46 162.03 -1000.00 -1000.00 35.00 48.00 
339 338 30.00 0:00:00:11.300/1000 0:00:00:11.267/1000 226.41 128.33 513.68 160.69 -1000.00 -1000.00 48.00 59.00 
340 340 30.00 0:00:00:11.334/1000 0:00:00:11.300/1000 236.60 139.56 509.59 163.86 -1000.00 -1000.00 48.00 71.00 
341 341 30.00 0:00:00:11.367/1000 0:00:00:11.334/1000 236.10 139.80 509.80 164.00 -1000.00 -1000.00 47.00 63.00 
342 341 30.00 0:00:00:11.400/1000 0:00:00:11.367/1000 237.78 128.63 509.08 159.67 -1000.00 -1000.00 46.00 56.00 
343 343 30.00 0:00:00:11.434/1000 0:00:00:11.400/1000 235.83 128.87 509.87 159.95 -1000.00 -1000.00 47.00 61.00 
344 344 30.00 0:00:00:11.467/1000 0:00:00:11.434/1000 237.88 124.18 509.02 158.00 -1000.00 -1000.00 45.00 53.00 
345 344 30.00 0:00:00:11.500/1000 0:00:00:11.467/1000 243.42 108.20 506.75 151.57 -1000.00 -1000.00 42.00 42.00 
346 346 30.00 0:00:00:11.534/1000 0:00:00:11.500/1000 247.45 97.86 505.11 147.41 -1000.00 -1000.00 44.00 42.00 
347 347 30.00 0:00:00:11.567/1000 0:00:00:11.534/1000 249.26 95.32 504.39 146.32 -1000.00 -1000.00 45.00 42.00 
348 347 30.00 0:00:00:11.600/1000 0:00:00:11.567/1000 271.89 106.75 495.49 148.35 -1000.00 -1000.00 51.00 62.00 
349 349 30.00 0:00:00:11.634/1000 0:00:00:11.600/1000 349.20 119.25 465.95 145.72 -1000.00 -1000.00 66.00 66.00 
350 350 30.00 0:00:00:11.667/1000 0:00:00:11.634/1000 413.65 109.48 442.66 136.67 -1000.00 -1000.00 69.00 70.00 
351 350 30.00 0:00:00:11.700/1000 0:00:00:11.667/1000 416.37 103.24 441.78 134.32 -1000.00 -1000.00 74.00 74.00 
352 352 30.00 0:00:00:11.734/1000 0:00:00:11.700/1000 421.27 92.58 440.22 130.30 -1000.00 -1000.00 63.00 62.00 
353 353 30.00 0:00:00:11.767/1000 0:00:00:11.734/1000 429.69 77.58 437.50 124.58 -1000.00 -1000.00 65.00 63.00 
354 353 30.00 0:00:00:11.800/1000 0:00:00:11.767/1000 425.34 80.02 438.98 125.74 -1000.00 -1000.00 69.00 67.00 
355 355 30.00 0:00:00:11.834/1000 0:00:00:11.800/1000 421.48 83.33 440.28 127.16 -1000.00 -1000.00 71.00 71.00 
356 356 30.00 0:00:00:11.867/1000 0:00:00:11.834/1000 406.94 100.52 445.17 134.19 -1000.00 -1000.00 86.00 93.00 
357 356 30.00 0:00:00:11.900/1000 0:00:00:11.867/1000 388.31 121.54 451.58 143.03 -1000.00 -1000.00 87.00 98.00 
358 358 30.00 0:00:00:11.934/1000 0:00:00:11.900/1000 376.94 136.68 455.54 149.34 -1000.00 -1000.00 85.00 89.00 
359 359 30.00 0:00:00:11.967/1000 0:00:00:11.934/1000 375.49 135.24 456.09 148.97 -1000.00 -1000.00 84.00 98.00 
360 359 30.00 0:00:00:12.00/1000 0:00:00:11.967/1000 381.04 121.16 454.22 143.54 -1000.00 -1000.00 83.00 92.00 
361 361 30.00 0:00:00:12.34/1000 0:00:00:12.00/1000 338.54 130.06 469.85 150.52 -1000.00 -1000.00 73.00 94.00 
362 362 30.00 0:00:00:12.67/1000 0:00:00:12.34/1000 254.40 157.95 502.46 168.94 -1000.00 -1000.00 45.00 82.00 
363 362 30.00 0:00:00:12.100/1000 0:00:00:12.67/1000 208.49 163.47 521.27 175.87 -1000.00 -1000.00 33.00 59.00 
364 364 30.00 0:00:00:12.134/1000 0:00:00:12.100/1000 194.48 178.48 527.27 183.21 -1000.00 -1000.00 34.00 61.00 
365 365 30.00 0:00:00:12.167/1000 0:00:00:12.134/1000 187.41 197.30 530.45 191.41 -1000.00 -1000.00 35.00 68.00 
366 365 30.00 0:00:00:12.200/1000 0:00:00:12.167/1000 189.72 185.45 529.35 186.48 -1000.00 -1000.00 35.00 74.00 
367 367 30.00 0:00:00:12.234/1000 0:00:00:12.200/1000 188.78 185.80 529.76 186.72 -1000.00 -1000.00 36.00 61.00 
368 368 30.00 0:00:00:12.267/1000 0:00:00:12.234/1000 189.30 181.83 529.50 185.10 -1000.00 -1000.00 35.00 71.00 
369 368 30.00 0:00:00:12.300/1000 0:00:00:12.267/1000 223.52 160.75 515.03 173.22 -1000.00 -1000.00 49.00 86.00 
370 370 30.00 0:00:00:12.334/1000 0:00:00:12.300/1000 310.43 139.43 480.47 156.54 -1000.00 -1000.00 73.00 91.00 
371 371 30.00 0:00:00:12.367/1000 0:00:00:12.334/1000 365.53 126.35 459.84 146.74 -1000.00 -1000.00 74.00 86.00 
372 371 30.00 0:00:00:12.400/1000 0:00:00:12.367/1000 363.28 123.33 460.70 145.88 -1000.00 -1000.00 76.00 86.00 
373 373 30.00 0:00:00:12.434/1000 0:00:00:12.400/1000 362.38 123.09 461.04 145.88 -1000.00 -1000.00 76.00 86.00 
374 374 30.00 0:00:00:12.467/1000 0:00:00:12.434/1000 362.86 122.08 460.87 145.48 -1000.00 -1000.00 77.00 83.00 
375 374 30.00 0:00:00:12.500/1000 0:00:00:12.467/1000 363.70 121.17 460.57 145.09 -1000.00 -1000.00 77.00 86.00 
376 376 30.00 0:00:00:12.534/1000 0:00:00:12.500/1000 365.56 120.24 459.89 144.60 -1000.00 -1000.00 79.00 87.00 
377 377 30.00 0:00:00:12.567/1000 0:00:00:12.534/1000 368.34 117.91 458.90 143.53 -1000.00 -1000.00 78.00 84.00 
378 377 30.00 0:00:00:12.600/1000 0:00:00:12.567/1000 366.69 120.07 459.48 144.43 -1000.00 -1000.00 79.00 90.00 
379 379 30.00 0:00:00:12.634/1000 0:00:00:12.600/1000 366.65 120.97 459.49 144.75 -1000.00 -1000.00 79.00 85.00 
380 380 30.00 0:00:00:12.667/1000 0:00:00:12.634/1000 367.11 121.61 459.31 144.94 -1000.00 -1000.00 78.00 88.00 
381 380 30.00 0:00:00:12.700/1000 0:00:00:12.667/1000 363.33 128.88 460.63 147.83 -1000.00 -1000.00 81.00 95.00 
382 382 30.00 0:00:00:12.734/1000 0:00:00:12.700/1000 353.22 145.55 464.23 154.69 -1000.00 -1000.00 79.00 98.00 
383 383 30.00 0:00:00:12.767/1000 0:00:00:12.734/1000 344.37 162.17 467.41 161.51 -1000.00 -1000.00 80.00 98.00 
384 383 30.00 0:00:00:12.800/1000 0:00:00:12.767/1000 344.85 163.57 467.21 161.97 -1000.00 -1000.00 78.00 94.00 
385 385 30.00 0:00:00:12.834/1000 0:00:00:12.800/1000 351.39 149.02 464.88 156.10 -1000.00 -1000.00 75.00 77.00 
386 386 30.00 0:00:00:12.867/1000 0:00:00:12.834/1000 353.17 144.14 464.26 154.18 -1000.00 -1000.00 77.00 87.00 
