record started at: 04-26-19 12:52:11

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
169 169 30.00 0:00:00:05.634/1000 0:00:00:05.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
170 170 30.00 0:00:00:05.667/1000 0:00:00:05.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
171 170 30.00 0:00:00:05.700/1000 0:00:00:05.667/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
172 172 30.00 0:00:00:05.734/1000 0:00:00:05.700/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
173 173 30.00 0:00:00:05.767/1000 0:00:00:05.734/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
174 173 30.00 0:00:00:05.800/1000 0:00:00:05.767/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
175 175 30.00 0:00:00:05.834/1000 0:00:00:05.800/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
176 176 30.00 0:00:00:05.867/1000 0:00:00:05.834/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
177 176 30.00 0:00:00:05.900/1000 0:00:00:05.867/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
178 178 30.00 0:00:00:05.934/1000 0:00:00:05.900/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
179 179 30.00 0:00:00:05.967/1000 0:00:00:05.934/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
180 179 30.00 0:00:00:06.00/1000 0:00:00:05.967/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
181 181 30.00 0:00:00:06.34/1000 0:00:00:06.00/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
182 182 30.00 0:00:00:06.67/1000 0:00:00:06.34/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
183 182 30.00 0:00:00:06.100/1000 0:00:00:06.67/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
184 184 30.00 0:00:00:06.134/1000 0:00:00:06.100/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
185 185 30.00 0:00:00:06.167/1000 0:00:00:06.134/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
186 185 30.00 0:00:00:06.200/1000 0:00:00:06.167/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
187 187 30.00 0:00:00:06.234/1000 0:00:00:06.200/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
188 188 30.00 0:00:00:06.267/1000 0:00:00:06.234/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
189 188 30.00 0:00:00:06.300/1000 0:00:00:06.267/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
190 190 30.00 0:00:00:06.334/1000 0:00:00:06.300/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
191 191 30.00 0:00:00:06.367/1000 0:00:00:06.334/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
192 191 30.00 0:00:00:06.400/1000 0:00:00:06.367/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
193 193 30.00 0:00:00:06.434/1000 0:00:00:06.400/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
194 194 30.00 0:00:00:06.467/1000 0:00:00:06.434/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
195 194 30.00 0:00:00:06.500/1000 0:00:00:06.467/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
196 196 30.00 0:00:00:06.534/1000 0:00:00:06.500/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
197 197 30.00 0:00:00:06.567/1000 0:00:00:06.534/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
198 197 30.00 0:00:00:06.600/1000 0:00:00:06.567/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
199 199 30.00 0:00:00:06.634/1000 0:00:00:06.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
200 200 30.00 0:00:00:06.667/1000 0:00:00:06.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
201 200 30.00 0:00:00:06.700/1000 0:00:00:06.667/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
202 202 30.00 0:00:00:06.734/1000 0:00:00:06.700/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
203 203 30.00 0:00:00:06.767/1000 0:00:00:06.734/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
204 203 30.00 0:00:00:06.800/1000 0:00:00:06.767/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
205 205 30.00 0:00:00:06.834/1000 0:00:00:06.800/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
206 206 30.00 0:00:00:06.867/1000 0:00:00:06.834/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
207 206 30.00 0:00:00:06.900/1000 0:00:00:06.867/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
208 208 30.00 0:00:00:06.934/1000 0:00:00:06.900/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
209 209 30.00 0:00:00:06.967/1000 0:00:00:06.934/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
210 209 30.00 0:00:00:07.00/1000 0:00:00:06.967/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
211 211 30.00 0:00:00:07.34/1000 0:00:00:07.00/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
212 212 30.00 0:00:00:07.67/1000 0:00:00:07.34/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
213 212 30.00 0:00:00:07.100/1000 0:00:00:07.67/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
214 214 30.00 0:00:00:07.134/1000 0:00:00:07.100/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
215 215 30.00 0:00:00:07.167/1000 0:00:00:07.134/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
216 215 30.00 0:00:00:07.200/1000 0:00:00:07.167/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
217 217 30.00 0:00:00:07.234/1000 0:00:00:07.200/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
218 218 30.00 0:00:00:07.267/1000 0:00:00:07.234/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
219 218 30.00 0:00:00:07.300/1000 0:00:00:07.267/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
220 220 30.00 0:00:00:07.334/1000 0:00:00:07.300/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
221 221 30.00 0:00:00:07.367/1000 0:00:00:07.334/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
222 221 30.00 0:00:00:07.400/1000 0:00:00:07.367/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
223 223 30.00 0:00:00:07.434/1000 0:00:00:07.400/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
224 224 30.00 0:00:00:07.467/1000 0:00:00:07.434/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
225 224 30.00 0:00:00:07.500/1000 0:00:00:07.467/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
226 226 30.00 0:00:00:07.534/1000 0:00:00:07.500/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
227 227 30.00 0:00:00:07.567/1000 0:00:00:07.534/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
228 227 30.00 0:00:00:07.600/1000 0:00:00:07.567/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
229 229 30.00 0:00:00:07.634/1000 0:00:00:07.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
230 230 30.00 0:00:00:07.667/1000 0:00:00:07.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
231 230 30.00 0:00:00:07.700/1000 0:00:00:07.667/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
232 232 30.00 0:00:00:07.734/1000 0:00:00:07.700/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
233 233 30.00 0:00:00:07.767/1000 0:00:00:07.734/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
234 233 30.00 0:00:00:07.800/1000 0:00:00:07.767/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
235 235 30.00 0:00:00:07.834/1000 0:00:00:07.800/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
236 236 30.00 0:00:00:07.867/1000 0:00:00:07.834/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
237 236 30.00 0:00:00:07.900/1000 0:00:00:07.867/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
238 238 30.00 0:00:00:07.934/1000 0:00:00:07.900/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
239 239 30.00 0:00:00:07.967/1000 0:00:00:07.934/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
240 239 30.00 0:00:00:08.00/1000 0:00:00:07.967/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
241 241 30.00 0:00:00:08.34/1000 0:00:00:08.00/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
242 242 30.00 0:00:00:08.67/1000 0:00:00:08.34/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
243 242 30.00 0:00:00:08.100/1000 0:00:00:08.67/1000 178.67 719.99 312.86 292.47 -1000.00 -1000.00 84.00 37.00 
244 244 30.00 0:00:00:08.134/1000 0:00:00:08.100/1000 8.34 1773.12 320.07 368.03 -1000.00 -1000.00 74.00 38.00 
245 245 30.00 0:00:00:08.167/1000 0:00:00:08.134/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
246 245 30.00 0:00:00:08.200/1000 0:00:00:08.167/1000 -27.59 2015.37 320.81 378.57 -1000.00 -1000.00 73.00 40.00 
247 247 30.00 0:00:00:08.234/1000 0:00:00:08.200/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
248 248 30.00 0:00:00:08.267/1000 0:00:00:08.234/1000 271.37 1560.94 296.32 382.63 -1000.00 -1000.00 64.00 61.00 
249 248 30.00 0:00:00:08.300/1000 0:00:00:08.267/1000 513.99 860.29 254.72 351.64 -1000.00 -1000.00 39.00 74.00 
250 250 30.00 0:00:00:08.334/1000 0:00:00:08.300/1000 541.74 593.19 241.67 315.29 -1000.00 -1000.00 67.00 90.00 
251 251 30.00 0:00:00:08.367/1000 0:00:00:08.334/1000 579.30 523.02 227.39 307.97 -1000.00 -1000.00 56.00 88.00 
252 251 30.00 0:00:00:08.400/1000 0:00:00:08.367/1000 716.42 379.00 152.97 298.70 -1000.00 -1000.00 76.00 101.00 
253 253 30.00 0:00:00:08.434/1000 0:00:00:08.400/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
254 254 30.00 0:00:00:08.467/1000 0:00:00:08.434/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
255 254 30.00 0:00:00:08.500/1000 0:00:00:08.467/1000 812.72 335.03 66.55 308.76 -1000.00 -1000.00 6.00 11.00 
256 256 30.00 0:00:00:08.534/1000 0:00:00:08.500/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
257 257 30.00 0:00:00:08.567/1000 0:00:00:08.534/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
258 257 30.00 0:00:00:08.600/1000 0:00:00:08.567/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
259 259 30.00 0:00:00:08.634/1000 0:00:00:08.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
260 260 30.00 0:00:00:08.667/1000 0:00:00:08.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
261 260 30.00 0:00:00:08.700/1000 0:00:00:08.667/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
262 262 30.00 0:00:00:08.734/1000 0:00:00:08.700/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
263 263 30.00 0:00:00:08.767/1000 0:00:00:08.734/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
264 263 30.00 0:00:00:08.800/1000 0:00:00:08.767/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
265 265 30.00 0:00:00:08.834/1000 0:00:00:08.800/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
266 266 30.00 0:00:00:08.867/1000 0:00:00:08.834/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
267 266 30.00 0:00:00:08.900/1000 0:00:00:08.867/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
268 268 30.00 0:00:00:08.934/1000 0:00:00:08.900/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
269 269 30.00 0:00:00:08.967/1000 0:00:00:08.934/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
270 269 30.00 0:00:00:09.00/1000 0:00:00:08.967/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
271 271 30.00 0:00:00:09.34/1000 0:00:00:09.00/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
272 272 30.00 0:00:00:09.67/1000 0:00:00:09.34/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
273 272 30.00 0:00:00:09.100/1000 0:00:00:09.67/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
274 274 30.00 0:00:00:09.134/1000 0:00:00:09.100/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
275 275 30.00 0:00:00:09.167/1000 0:00:00:09.134/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
276 275 30.00 0:00:00:09.200/1000 0:00:00:09.167/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
277 277 30.00 0:00:00:09.234/1000 0:00:00:09.200/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
278 278 30.00 0:00:00:09.267/1000 0:00:00:09.234/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
279 278 30.00 0:00:00:09.300/1000 0:00:00:09.267/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
280 280 30.00 0:00:00:09.334/1000 0:00:00:09.300/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
281 281 30.00 0:00:00:09.367/1000 0:00:00:09.334/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
282 281 30.00 0:00:00:09.400/1000 0:00:00:09.367/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
283 283 30.00 0:00:00:09.434/1000 0:00:00:09.400/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
284 284 30.00 0:00:00:09.467/1000 0:00:00:09.434/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
285 284 30.00 0:00:00:09.500/1000 0:00:00:09.467/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
286 286 30.00 0:00:00:09.534/1000 0:00:00:09.500/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
287 287 30.00 0:00:00:09.567/1000 0:00:00:09.534/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
288 287 30.00 0:00:00:09.600/1000 0:00:00:09.567/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
289 289 30.00 0:00:00:09.634/1000 0:00:00:09.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
290 290 30.00 0:00:00:09.667/1000 0:00:00:09.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
291 290 30.00 0:00:00:09.700/1000 0:00:00:09.667/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
292 292 30.00 0:00:00:09.734/1000 0:00:00:09.700/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
293 293 30.00 0:00:00:09.767/1000 0:00:00:09.734/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
294 293 30.00 0:00:00:09.800/1000 0:00:00:09.767/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
295 295 30.00 0:00:00:09.834/1000 0:00:00:09.800/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
296 296 30.00 0:00:00:09.867/1000 0:00:00:09.834/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
297 296 30.00 0:00:00:09.900/1000 0:00:00:09.867/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
298 298 30.00 0:00:00:09.934/1000 0:00:00:09.900/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
299 299 30.00 0:00:00:09.967/1000 0:00:00:09.934/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
300 299 30.00 0:00:00:10.00/1000 0:00:00:09.967/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
301 301 30.00 0:00:00:10.34/1000 0:00:00:10.00/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
302 302 30.00 0:00:00:10.67/1000 0:00:00:10.34/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
303 302 30.00 0:00:00:10.100/1000 0:00:00:10.67/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
304 304 30.00 0:00:00:10.134/1000 0:00:00:10.100/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
305 305 30.00 0:00:00:10.167/1000 0:00:00:10.134/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
306 305 30.00 0:00:00:10.200/1000 0:00:00:10.167/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
307 307 30.00 0:00:00:10.234/1000 0:00:00:10.200/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
308 308 30.00 0:00:00:10.267/1000 0:00:00:10.234/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
309 308 30.00 0:00:00:10.300/1000 0:00:00:10.267/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
310 310 30.00 0:00:00:10.334/1000 0:00:00:10.300/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
311 311 30.00 0:00:00:10.367/1000 0:00:00:10.334/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
312 311 30.00 0:00:00:10.400/1000 0:00:00:10.367/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
313 313 30.00 0:00:00:10.434/1000 0:00:00:10.400/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
314 314 30.00 0:00:00:10.467/1000 0:00:00:10.434/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
315 314 30.00 0:00:00:10.500/1000 0:00:00:10.467/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
316 316 30.00 0:00:00:10.534/1000 0:00:00:10.500/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
317 317 30.00 0:00:00:10.567/1000 0:00:00:10.534/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
318 317 30.00 0:00:00:10.600/1000 0:00:00:10.567/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
319 319 30.00 0:00:00:10.634/1000 0:00:00:10.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
320 320 30.00 0:00:00:10.667/1000 0:00:00:10.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
321 320 30.00 0:00:00:10.700/1000 0:00:00:10.667/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
322 322 30.00 0:00:00:10.734/1000 0:00:00:10.700/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
323 323 30.00 0:00:00:10.767/1000 0:00:00:10.734/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
324 323 30.00 0:00:00:10.800/1000 0:00:00:10.767/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
325 325 30.00 0:00:00:10.834/1000 0:00:00:10.800/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
326 326 30.00 0:00:00:10.867/1000 0:00:00:10.834/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
327 326 30.00 0:00:00:10.900/1000 0:00:00:10.867/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
328 328 30.00 0:00:00:10.934/1000 0:00:00:10.900/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
329 329 30.00 0:00:00:10.967/1000 0:00:00:10.934/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
330 329 30.00 0:00:00:11.00/1000 0:00:00:10.967/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
331 331 30.00 0:00:00:11.34/1000 0:00:00:11.00/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
332 332 30.00 0:00:00:11.67/1000 0:00:00:11.34/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
333 332 30.00 0:00:00:11.100/1000 0:00:00:11.67/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
334 334 30.00 0:00:00:11.134/1000 0:00:00:11.100/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
335 335 30.00 0:00:00:11.167/1000 0:00:00:11.134/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
336 335 30.00 0:00:00:11.200/1000 0:00:00:11.167/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
337 337 30.00 0:00:00:11.234/1000 0:00:00:11.200/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
338 338 30.00 0:00:00:11.267/1000 0:00:00:11.234/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
339 338 30.00 0:00:00:11.300/1000 0:00:00:11.267/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
340 340 30.00 0:00:00:11.334/1000 0:00:00:11.300/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
341 341 30.00 0:00:00:11.367/1000 0:00:00:11.334/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
342 341 30.00 0:00:00:11.400/1000 0:00:00:11.367/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
343 343 30.00 0:00:00:11.434/1000 0:00:00:11.400/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
344 344 30.00 0:00:00:11.467/1000 0:00:00:11.434/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
345 344 30.00 0:00:00:11.500/1000 0:00:00:11.467/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
346 346 30.00 0:00:00:11.534/1000 0:00:00:11.500/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
347 347 30.00 0:00:00:11.567/1000 0:00:00:11.534/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
348 347 30.00 0:00:00:11.600/1000 0:00:00:11.567/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
349 349 30.00 0:00:00:11.634/1000 0:00:00:11.600/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
350 350 30.00 0:00:00:11.667/1000 0:00:00:11.634/1000 825.02 -292.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
